Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Other Inventory Accounts,193.6,224.6,166.2,191.1,238.3,264,473,341,452,639,,APOLLOHOSP
Land,2010.1,2856.1,3346.9,3303.5,3609,4704,4704,5234,8055,8147,,APOLLOHOSP
Buildings,7108.6,8468.4,12846.6,16567.6,17401.5,23875,28686,30559,33555,34236,,APOLLOHOSP
Machinery,18389.8,21626,21043,25947.4,29404.6,32774,39535,39393,46237,49634,,APOLLOHOSP
Construction in Progress,4739.2,5326.4,5615.6,3468.6,7122,8218,2091,2116,440,6017,,APOLLOHOSP
Leasehold Improvements,2849.5,3939.2,4916.4,4984.6,5313.6,,,,,,,APOLLOHOSP
Full Time Employees,35883,40065,43557,49747,54698,60374,62939,68496,71113,83147,,APOLLOHOSP
"Assets under Cap. Lease, Gross",,,67.2,,,,,,,,,APOLLOHOSP
"Assets under Cap. Lease, Accum. Depr.",,,-11.1,,,,,,,,,APOLLOHOSP
Accum. Allowance for Doubtful Accts,,,784.4,716.6,1182.3,1436,1193,1683,1919,1823,,APOLLOHOSP
Filing Date,,,,,,,,,,,,APOLLOHOSP
Restatement Type,,,,,,,,,,,,APOLLOHOSP
Calculation Type,,,,,,,,,,,,APOLLOHOSP
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,APOLLOHOSP
,,,,,,,,,,,,APOLLOHOSP
Cash And Equivalents,2290,2043.9,4242,8012.1,3121.2,2759.7,5638.3,3463.9,6217.2,5231,8293.4,ASIANPAINT
Short Term Investments,10524.2,11869.1,15853,170.2,2444.4,3309.9,7096,12311.9,12600.4,3364.2,16569.3,ASIANPAINT
Trading Asset Securities,,,,13499.6,10566.7,11713.7,4580,31971.7,21550.3,26470.3,29455.9,ASIANPAINT
Total Cash & ST Investments,12814.2,13913,20095,21681.9,16132.3,17783.3,17314.3,47747.5,40367.9,35065.5,54318.6,ASIANPAINT
Accounts Receivable,11103,11820.7,11892.1,14505,17356,19125.4,17973.2,26045.9,38734.7,46454.1,49123.9,ASIANPAINT
Other Receivables,1678.7,2367.7,3713.8,4021.2,4097.6,3429.7,3115.5,2596.8,4931.8,15510,4440.2,ASIANPAINT
Notes Receivable,,,201.3,178.8,128.1,155.9,186.7,,,,,ASIANPAINT
Total Receivables,12781.7,14188.4,15807.2,18705,21581.7,22711,21275.4,28642.7,43666.5,61964.1,53564.1,ASIANPAINT
Inventory,20698.6,22585.2,19982.4,26269.4,26583.1,31498.6,33898.1,37986,61529.8,62106.4,59234.1,ASIANPAINT
Restricted Cash,,,,,,,,,90.6,80.8,123.3,ASIANPAINT
Other Current Assets,2857.5,2703.1,1465.6,3000.5,4843.7,4276.6,3313.3,5889.8,5868.5,6134.8,8130.5,ASIANPAINT
Total Current Assets,49152,53389.7,57350.2,69656.8,69140.8,76269.5,75801.1,120266,151523.3,165351.6,175370.6,ASIANPAINT
"Gross Property, Plant & Equipment",35376.7,38081.4,34119.1,37710.1,54091.5,73837.1,76280.2,78008.8,83290.4,97102.9,128065.4,ASIANPAINT
Accumulated Depreciation,-11353.3,-13219.8,-2491.7,-5568.2,-8855.7,-12724.8,-18029.3,-22960,-28124,-33361.3,-38057,ASIANPAINT
"Net Property, Plant & Equipment",24023.4,24861.6,31627.4,32141.9,45235.8,61112.3,58250.9,55048.8,55166.4,63741.6,90008.4,ASIANPAINT
Long-term Investments,3738.9,4032.3,11269.1,14547.1,11412.4,13940.5,15176.5,14746.7,11198.3,15701.1,16314.6,ASIANPAINT
Goodwill,1552,2927.7,1989.9,1934.8,3272.6,3213,3199.9,3026.3,2428.6,2284.8,4191.9,ASIANPAINT
Other Intangibles,756.4,771.1,1612.1,1536.1,2865.1,2737,2674.7,2339.9,1859.9,1874.1,4249.6,ASIANPAINT
Accounts Receivable Long-Term,74,47,48.4,,64.3,60.9,42.1,34.3,38.8,44,52.9,ASIANPAINT
Loans Receivable Long-Term,,,648.1,726.2,814.7,786,682.4,,,,,ASIANPAINT
"Deferred Tax Assets, LT",21.9,2,18.3,161.6,196,292.6,168,142.8,260.2,186.7,233.2,ASIANPAINT
Other Long-Term Assets,1457.3,3115.6,1045.1,3509,4829.1,4369.2,5552.1,8091.4,7369,8796.1,8819.7,ASIANPAINT
Total Assets,80775.9,89147,105608.6,124213.5,137830.8,162781,161547.7,203696.2,229844.5,257980,299240.9,ASIANPAINT
LIABILITIES,,,,,,,,,,,,ASIANPAINT
Accounts Payable,17457.2,15487.5,15650.7,19228.3,21599.6,23942.9,21365.7,33787.2,41643,36354.4,38313.4,ASIANPAINT
Accrued Exp.,8913.6,9254.4,10573.5,11719.7,13679.7,15876.7,13873,17581,21146.9,26146.6,26165.7,ASIANPAINT
Short-term Borrowings,1986.3,3316.2,2310.8,5044.3,4924.2,5965.3,3214.8,1389.2,2999,8736.4,10209.6,ASIANPAINT
Curr. Port. of LT Debt,87.7,76.4,189.1,141.9,126.5,109.9,145.8,1951.3,4312.2,224.2,318,ASIANPAINT
Curr. Port. of Leases,3.5,6.3,6.7,6.5,0.3,1513.8,1738.7,1831.8,2128.5,2314.7,2719.5,ASIANPAINT
Curr. Income Taxes Payable,1404.2,1877.5,967.3,1415.5,954.7,1464.8,1800.5,1212.3,1301.2,1636.9,1225.1,ASIANPAINT
"Unearned Revenue, Current",49.1,74.7,150.9,216.6,188.9,143.3,311.2,429.7,774,1133.3,1586.6,ASIANPAINT
Other Current Liabilities,4685.9,5101.5,1641.8,1075.9,3036.8,2784.3,1354.1,1076.1,1405.1,2412.8,4471.7,ASIANPAINT
Total Current Liabilities,34587.5,35194.5,31490.8,38848.7,44510.7,51801,43803.8,59258.6,75709.9,78959.3,85009.6,ASIANPAINT
Long-Term Debt,405.5,759.3,705.9,395.1,279,190.6,186.3,145.3,445.4,761.5,543.8,ASIANPAINT
Long-Term Leases,8.5,23.5,20.4,15.6,4.3,5416.4,5899.4,5613.6,5983.7,7289.4,10952.9,ASIANPAINT
"Unearned Revenue, Non-Current",77.4,67.4,75.7,83.4,48,31.1,59.7,53,30,400.5,352.6,ASIANPAINT
Pension & Other Post-Retire. Benefits,222.2,262.9,221.8,329.8,301.7,332.9,365.4,400.1,334,356.4,410.4,ASIANPAINT
"Def. Tax Liability, Non-Curr.",1900.1,1801.4,2968.3,3591.9,4171.2,5432.7,4438,4155.9,3488.5,3348.4,3521.7,ASIANPAINT
Other Non-Current Liabilities,722.3,977.7,1040.6,1155.6,1137.1,1258.3,1458.2,1778.2,1862.1,2405.6,4213.1,ASIANPAINT
Total Liabilities,37923.5,39086.7,36523.5,44420.1,50452,64463,56210.8,71404.7,87853.6,93521.1,105004.1,ASIANPAINT
Common Stock,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,ASIANPAINT
Additional Paid In Capital,,,,,,,,,,,,ASIANPAINT
Retained Earnings,38765.7,45719.4,63725.7,74163.6,82764.7,93340.3,99347.6,126045.7,139166.6,160980.3,187690.7,ASIANPAINT
Treasury Stock,,,,,,,,,-750,-1108.9,-1101.9,ASIANPAINT
Comprehensive Inc. and Other,667.3,745,563.3,916.1,378.4,406,994.8,1058,-1260.2,-908.3,-265,ASIANPAINT
Total Common Equity,40392.2,47423.6,65248.2,76038.9,84102.3,94705.5,101301.6,128062.9,138115.6,159922.3,187283,ASIANPAINT
Minority Interest,2460.2,2636.7,3836.9,3754.5,3276.5,3612.5,4035.3,4228.6,3875.3,4536.6,6953.8,ASIANPAINT
Total Equity,42852.4,50060.3,69085.1,79793.4,87378.8,98318,105336.9,132291.5,141990.9,164458.9,194236.8,ASIANPAINT
Total Liabilities And Equity,80775.9,89147,105608.6,124213.5,137830.8,162781,161547.7,203696.2,229844.5,257980,299240.9,ASIANPAINT
Supplemental Items,,,,,,,,,,,,ASIANPAINT
Total Shares Out. on Filing Date,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,ASIANPAINT
Total Shares Out. on Balance Sheet Date,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,959.2,ASIANPAINT
Book Value/Share,42.1,49.4,68,79.3,87.7,98.7,105.6,133.5,144,166.7,195.2,ASIANPAINT
Tangible Book Value,38083.8,43724.8,61646.2,72568,77964.6,88755.5,95427,122696.7,133827.1,155763.4,178841.5,ASIANPAINT
Tangible Book Value/Share,39.7,45.6,64.3,75.7,81.3,92.5,99.5,127.9,139.5,162.4,186.4,ASIANPAINT
Total Debt,2491.5,4181.7,3232.9,5603.4,5334.3,13196,11185,10931.2,15868.8,19326.2,24743.8,ASIANPAINT
Net Debt,-10322.7,-9731.3,-16862.1,-16078.5,-10798,-4587.3,-6129.3,-36816.3,-24499.1,-15739.3,-29574.8,ASIANPAINT
Debt Equiv. of Unfunded Proj. Benefit Obligation,95.9,179,228.4,99.8,246.9,448.4,476.5,616.2,418.2,506.8,492.1,ASIANPAINT
Debt Equivalent Oper. Leases,11520.8,13194.4,14486.4,17378.4,19380.8,12092.8,12578.4,12647.2,15719.2,15035.2,16248.8,ASIANPAINT
Total Minority Interest,2460.2,2636.7,3836.9,3754.5,3276.5,3612.5,4035.3,4228.6,3875.3,4536.6,6953.8,ASIANPAINT
Equity Method Investments,,,2748.3,3198.3,3658.8,4058.3,4566.3,4839,5154.7,7817.3,5831.3,ASIANPAINT
Inventory Method,,,,,,,,,,,,ASIANPAINT
Raw Materials Inventory,8196.7,8119.1,7815.1,8700.9,10392.7,12196.3,11984.4,15042.3,25118.8,22613.9,23488.9,ASIANPAINT
Work in Progress Inventory,870.9,1021.4,740.6,859.2,1051.8,1168.1,934.2,1334.6,1950.2,1871.1,1840.7,ASIANPAINT
Finished Goods Inventory,11209.8,12905.4,10844,16036.1,14396.6,17213.2,19774.9,20299,32933.1,36113.3,32765.9,ASIANPAINT
Other Inventory Accounts,421.2,539.3,582.7,673.2,742,921,1204.6,1310.1,1527.7,1508.1,1138.6,ASIANPAINT
Land,2473.7,2507.6,4292.8,4075.8,5858.7,3662.6,3756.5,4344.5,4453.1,4470.2,4445.7,ASIANPAINT
Buildings,9538.4,9819.4,9510.2,9502.3,10175.4,16518.7,16737.8,16820.5,16884.9,18277.3,19256,ASIANPAINT
Machinery,22408.5,23549.8,19161.9,21377.9,23842.1,42705.6,45037.9,46406.4,48495.9,51934.1,58503,ASIANPAINT
Construction in Progress,716,1960,1065.9,2575.4,14051.1,2096.7,1402.4,1829.8,4264.3,10195.9,26983.7,ASIANPAINT
Leasehold Improvements,113.2,119.5,26.4,112.8,104.8,104.7,104.2,101.1,99.9,103.1,277.5,ASIANPAINT
Full Time Employees,5870,5897,,,7500,7500,6750,7134,7423,8056,9482,ASIANPAINT
"Assets under Cap. Lease, Gross",21.3,35.6,26,28.7,17.3,,,,,,,ASIANPAINT
"Assets under Cap. Lease, Accum. Depr.",-10.5,-13.7,-6.9,-10.5,-11,,,,,,,ASIANPAINT
"Assets on Oper. Lease, Gross",105.6,89.5,35.9,37.2,42.1,37.6,40.5,51,34.8,33.1,36.8,ASIANPAINT
"Assets on Oper. Lease, Accum. Depr.",-67.6,-55.4,-7.7,-10.8,-15.5,-16.3,-22.1,-32.9,-25.1,-26.4,-31.4,ASIANPAINT
Accum. Allowance for Doubtful Accts,505,594.8,665.8,793.4,891.3,1205.5,1551.2,1853.1,2389.5,3051.3,4221.7,ASIANPAINT
Filing Date,,,,,,,,,,,,ASIANPAINT
Restatement Type,,,,,,,,,,,,ASIANPAINT
Calculation Type,,,,,,,,,,,,ASIANPAINT
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,ASIANPAINT
,,,,,,,,,,,,ASIANPAINT
Cash And Equivalents,157054.8,208887,154621.4,264661,136877.9,371184.9,208284.3,242889.5,281491,522560.5,860774.9,AXISBANK
Investment Securities,1078680.1,1213373,1190369,1189457,1469275.8,1729336.8,1672427.7,2329415.5,2578248.5,2335796.8,3323537.4,AXISBANK
Total Investments,1078680.1,1213373,1190369,1189457,1469275.8,1729336.8,1672427.7,2329415.5,2578248.5,2335796.8,3323537.4,AXISBANK
Gross Loans,2323817.3,2844486,3446633.2,3811647,4498436.5,5066561.2,5829588.4,6257499,7253761.4,8683875.4,9993334.8,AXISBANK
Net Loans,2323817.3,2844486,3446633.2,3811647,4498436.5,5066561.2,5829588.4,6257499,7253761.4,8683875.4,9993334.8,AXISBANK
"Gross Property, Plant & Equipment",43237.6,46815,61141.8,68320,75760.7,83139.1,92946.8,101484.1,113476.1,244592.9,,AXISBANK
Accumulated Depreciation,-18765,-21296,-25404.1,-30217,-35272.5,-41840.2,-49003.4,-58187.2,-66684.9,-196067.1,,AXISBANK
"Net Property, Plant & Equipment",24472.6,25519,35737.6,38103,40488.2,41298.8,43943.4,43296.9,46791.2,48525.8,58375.6,AXISBANK
Goodwill,,,,,2930.1,2892.4,2892.4,2892.4,2892.4,2892.4,2892.4,AXISBANK
Accrued Interest Receivable,33982.9,41800,44459.2,52744,56936.2,71428.8,72554.3,81673.3,85591.9,102861,,AXISBANK
Other Receivables,,,,,,,,,,,304156.9,AXISBANK
Restricted Cash,128766.8,156034,182406.7,245000,302230.2,308858.2,769713.4,391354.1,841944.1,564518.8,,AXISBANK
Other Current Assets,305,2612,3951.8,5279,18590.1,17095.2,16696.8,9398,7838.5,7488.7,,AXISBANK
"Deferred Tax Assets, LT",17412.7,18944,19682.4,50719,69113.2,76876.8,73637.9,76158.9,74527.9,64057.6,,AXISBANK
Other Real Estate Owned And Foreclosed,438.1,,,22086,22086.2,87.3,,,,,,AXISBANK
Other Long-Term Assets,98570.4,160775,386004.8,434925,420069.3,454839.2,588979.5,575467.8,784704.6,1111602.6,639313.3,AXISBANK
Total Assets,3863500.6,4672430,5463866.1,6114621,7037033.7,8140459.7,9278718.1,10010045.4,11957791.5,13444179.6,15182385.3,AXISBANK
LIABILITIES,,,,,,,,,,,,AXISBANK
Interest Bearing Deposits,2319118.1,2663072,2947810.9,3284587,3601331.3,4615321.1,5524065,5854651.7,6942176.4,7975208.3,10671024,AXISBANK
Non-Interest Bearing Deposits,486292.6,559370,635211.1,865240,955246.4,892138.2,897507.1,1128374.6,1269471.6,1483038.9,,AXISBANK
Total Deposits,2805410.7,3222442,3583021.9,4149827,4556577.6,5507459.4,6421572.1,6983026.3,8211648,9458247.2,10671024,AXISBANK
Long-Term Debt,527392.2,843935,1138477.3,1124548,1557670.9,1612498.3,1551801.7,1522487.2,1997781.6,2062135.7,2281995.5,AXISBANK
Accrued Interest Payable,11523.9,20683,26145.5,20893,32174.2,47617.9,34122.9,38982.4,46623.3,40979.5,,AXISBANK
Other Current Liabilities,46769.2,52428,36454,39525,49175.7,37854.4,36897.9,70326.5,84993.6,95438.1,,AXISBANK
Other Non-Current Liabilities,88314.6,83135,143789.3,215411,198666,256157.4,369783.7,357548.5,431524.9,485628.1,654136.2,AXISBANK
Total Liabilities,3479410.7,4222623,4927888,5550204,6394264.5,7461587.3,8414178.2,8972370.9,10772571.4,12142428.6,13607155.7,AXISBANK
Common Stock,4698.4,4741,4765.7,4790,5133.1,5143.3,5643.4,6127.5,6139.5,6153.7,6173.1,AXISBANK
Additional Paid In Capital,159074.1,163843,166871.9,170128,258114.7,259821.5,411698.6,512720.3,515478.7,519357.8,,AXISBANK
Retained Earnings,207874.8,268570,351133.2,368666,357632.7,390445,418305.1,481964.8,617262.3,723198.2,,AXISBANK
Treasury Stock,,,,,,,,,,,,AXISBANK
Comprehensive Inc. and Other,12313.2,12342,12816.9,20220,21193.6,22616.4,27757.2,35124.4,43726.1,49107.4,1564062.1,AXISBANK
Total Common Equity,383960.5,449496,535587.6,563804,642074.1,678026.2,863404.3,1035937,1182606.6,1297817.1,1570235.2,AXISBANK
Minority Interest,129.4,311,390.5,613,695.1,846.1,1135.6,1737.5,2613.5,3933.9,4994.4,AXISBANK
Total Equity,384089.9,449807,535978.1,564417,642769.2,678872.3,864539.8,1037674.5,1185220.1,1301751,1575229.6,AXISBANK
Total Liabilities And Equity,3863500.6,4672430,5463866.1,6114621,7037033.7,8140459.7,9278718.1,10010045.4,11957791.5,13444179.6,15182385.3,AXISBANK
Supplemental Items,,,,,,,,,,,,AXISBANK
Total Shares Out. on Filing Date,2349.2,2370.5,2382.8,2395,2566.5,2571.6,2821.7,3063.7,3069.7,3076.9,3085.3,AXISBANK
Total Shares Out. on Balance Sheet Date,2349.2,2370.5,2382.8,2395,2566.5,2571.6,2821.7,3063.7,3069.7,3076.9,3085.3,AXISBANK
Book Value/Share,163.4,189.6,224.8,235.4,250.2,263.7,306,338.1,385.2,421.8,508.9,AXISBANK
Tangible Book Value,383960.5,449496,535587.6,563804,639144,675133.8,860511.9,1033044.6,1179714.2,1294924.7,1567342.8,AXISBANK
Tangible Book Value/Share,163.4,189.6,224.8,235.4,249,262.5,305,337.2,384.3,420.9,508,AXISBANK
Average Assets,,4081240,,5664801,,,,,,,,AXISBANK
Average Loans,,2488901,,3514226,,,,,,,,AXISBANK
Total Debt,527392.2,843935,1138477.3,1124548,1557670.9,1612498.3,1551801.7,1522487.2,1997781.6,2062135.7,2281995.5,AXISBANK
Cash Deposits Int. Bearing,98921.4,156304,95573.4,248300,152085.8,323944.2,642729.4,236218.1,615474.3,495908,,AXISBANK
Debt Equiv. of Unfunded Proj. Benefit Obligation,-27.7,7,38.4,114,306.6,209.7,92.3,168.5,-40.4,89.5,,AXISBANK
Net Debt,234267.7,487122,817264,688816,1206000,959695.7,878888.1,810740.9,1299754.5,1233933.2,1421220.6,AXISBANK
Equity Method Investments,380.8,,,,,,,,7978.9,8637.4,,AXISBANK
Full Time Employees,42420,42230,50135,56617,59614,61940,74140,78307,85815,91898,,AXISBANK
Number of Branches,2407,2594,2912,3313,3714,4060,4539,,,,,AXISBANK
"Assets on Oper. Lease, Gross",,,,,,,,2137.8,1652.4,2096,,AXISBANK
"Assets on Oper. Lease, Accum. Depr.",,,,,,,,-188.1,-172.9,-254.3,,AXISBANK
Filing Date,,,,,,,,,,,,AXISBANK
Restatement Type,,,,,,,,,,,,AXISBANK
Calculation Type,,,,,,,,,,,,AXISBANK
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,AXISBANK
,,,,,,,,,,,,AXISBANK
Cash And Equivalents,5009,5816.6,8199.1,2875,7756,9156.4,2854,5166.1,9336.9,2416.2,9553.2,BAJAJ-AUTO
Short Term Investments,22897,58005.6,8246.7,32682.3,2250.8,13092.2,26056.8,74686.6,41545.8,48019,54315.9,BAJAJ-AUTO
Trading Asset Securities,,,5004.4,27818.5,55403.3,2672.6,1740.7,5594.7,8145.5,1619.8,,BAJAJ-AUTO
Total Cash & ST Investments,27906,63822.2,21450.2,63375.8,65410.1,24921.2,30651.5,85447.4,59028.2,52055,63869.1,BAJAJ-AUTO
Accounts Receivable,7962.1,7169.6,7179.3,9532.9,14918.7,25596.9,17251,27168.5,15163.8,17524.3,20755.3,BAJAJ-AUTO
Other Receivables,11251.3,14528.4,9613.8,10310.1,3355.9,5043.3,5545,10065.7,14406.6,8852.3,,BAJAJ-AUTO
Notes Receivable,20.6,407.4,70.5,757.6,62.6,63.4,61.1,57.4,41.7,36.2,2079.2,BAJAJ-AUTO
Total Receivables,19234,22105.4,16863.6,20600.6,18337.2,30703.6,22857.1,37291.6,29612.1,26412.8,22834.5,BAJAJ-AUTO
Inventory,6412.1,8141.5,7190.7,7283.8,7425.8,9615.1,10635,14938.9,12305.1,15635.5,16887.5,BAJAJ-AUTO
Other Current Assets,2692.3,1599.2,1824.6,3425.1,1335.2,5491.7,2016.6,4198.7,2710.7,2400.7,14392.6,BAJAJ-AUTO
Total Current Assets,56244.4,95668.3,47329.1,94685.3,92508.3,70731.6,66160.2,141876.6,103656.1,96504,117983.7,BAJAJ-AUTO
"Gross Property, Plant & Equipment",41099.7,42026.3,43278.5,44099.2,44602.9,42078.9,40678.2,41977.7,45459.2,55191,,BAJAJ-AUTO
Accumulated Depreciation,-20710,-21836.7,-23645.8,-25006.7,-26279.2,-25076.6,-24192.5,-26138.4,-27091.1,-26723.1,,BAJAJ-AUTO
"Net Property, Plant & Equipment",20389.7,20189.6,19632.7,19092.5,18323.7,17002.3,16485.7,15839.3,18368.1,28467.9,31756.9,BAJAJ-AUTO
Long-term Investments,60940,31231.9,96868.6,94269.8,131291.8,190263.9,171338.5,166585.4,216650.1,216015.9,226550.9,BAJAJ-AUTO
Goodwill,6532,5307.9,,,,,,,,,,BAJAJ-AUTO
Other Intangibles,1115.1,1532.2,1146.4,761.8,453.2,562.3,567.4,473,253.2,307,278.8,BAJAJ-AUTO
Loans Receivable Long-Term,,,294.7,297.4,306.8,316.6,324.9,52.2,45.7,22.8,5769.9,BAJAJ-AUTO
Other Long-Term Assets,7856.4,5726.1,7132.2,7269.4,8526.2,9467.4,10223.5,11190.6,12138.9,10046.9,11096.7,BAJAJ-AUTO
Total Assets,153077.6,159656,172403.7,216376.2,251410,288344.1,265100.2,336017.1,351112.1,351364.5,393436.9,BAJAJ-AUTO
LIABILITIES,,,,,,,,,,,,BAJAJ-AUTO
Accounts Payable,21118.1,17606,20271.1,22359.8,32444.2,37868.3,31998.2,45741.1,36321.5,41211.8,55973.9,BAJAJ-AUTO
Accrued Exp.,2240.1,2707.1,2988.1,3357.6,3116.9,3507.2,3889.4,3883.2,4360.4,4479.4,,BAJAJ-AUTO
Short-term Borrowings,,2.5,,,,,,,,,11525.7,BAJAJ-AUTO
Curr. Port. of LT Debt,14.5,5.8,,,,,,,,,,BAJAJ-AUTO
Curr. Income Taxes Payable,3176.4,3596.3,343.7,157.4,157.4,157.4,157.4,241.5,241.5,237.4,200.8,BAJAJ-AUTO
"Unearned Revenue, Current",4491.1,4395.7,1769,4162.1,3302.3,4934.8,2567.8,4106.8,3045.7,2377.9,26.5,BAJAJ-AUTO
Other Current Liabilities,16268.4,16455.2,2438.7,2091.5,2093.2,2270.1,3920.5,2462.8,2915.9,4400.9,23185.4,BAJAJ-AUTO
Total Current Liabilities,47308.6,44768.6,27810.6,32128.4,41114,48737.8,42533.3,56435.4,46885,52707.4,90912.3,BAJAJ-AUTO
Long-Term Debt,577.4,1117.7,,,,,,,,,6333.3,BAJAJ-AUTO
"Unearned Revenue, Non-Current",,,409.5,492.6,466.1,439.5,413,386.5,360,333.5,306.9,BAJAJ-AUTO
Pension & Other Post-Retire. Benefits,2038.8,1352,729.2,814.5,1103.4,131.3,787.7,5,3,5.6,2.2,BAJAJ-AUTO
"Def. Tax Liability, Non-Curr.",1431.8,1415.8,2028,3136.2,3234.2,5426.6,3463.8,5221.4,4026.8,3451.5,4931.3,BAJAJ-AUTO
Other Non-Current Liabilities,47.8,48.3,1222.9,1238.5,1239.7,1270.7,1281.5,1234.4,1240.7,1251,1326.7,BAJAJ-AUTO
Total Liabilities,51404.4,48702.4,32200.2,37810.2,47157.4,56005.9,48479.3,63282.7,52515.5,57749,103812.7,BAJAJ-AUTO
Common Stock,2893.7,2893.7,2893.7,2893.7,2893.7,2893.7,2893.7,2893.7,2893.7,2829.6,2791.8,BAJAJ-AUTO
Additional Paid In Capital,,,,,,,,,,,,BAJAJ-AUTO
Retained Earnings,93126.8,105707.9,134713.3,173564,196852.9,225275.4,214370.1,262454.5,283971.2,273210.3,,BAJAJ-AUTO
Treasury Stock,,,,,,,-266.2,-321.4,-695.1,-637.3,,BAJAJ-AUTO
Comprehensive Inc. and Other,5652.1,2351.6,2596.1,2108,4505.8,4169,-376.8,7707.5,12426.7,18212.8,286832.3,BAJAJ-AUTO
Total Common Equity,101672.6,110953.2,140203.1,178565.7,204252.4,232338.1,216620.8,272734.3,298596.5,293615.4,289624.1,BAJAJ-AUTO
Minority Interest,0.6,0.4,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,BAJAJ-AUTO
Total Equity,101673.2,110953.6,140203.5,178566,204252.6,232338.2,216620.9,272734.4,298596.6,293615.5,289624.2,BAJAJ-AUTO
Total Liabilities And Equity,153077.6,159656,172403.7,216376.2,251410,288344.1,265100.2,336017.1,351112.1,351364.5,393436.9,BAJAJ-AUTO
Supplemental Items,,,,,,,,,,,,BAJAJ-AUTO
Total Shares Out. on Filing Date,289.4,289.4,289.4,289.4,289.4,289.4,289.3,289.4,289,283,282.5,BAJAJ-AUTO
Total Shares Out. on Balance Sheet Date,289.4,289.4,289.4,289.4,289.4,289.4,289.3,289.4,289,283,282.5,BAJAJ-AUTO
Book Value/Share,351.4,383.4,484.5,617.1,705.9,802.9,748.7,942.4,1033,1037.7,1025.2,BAJAJ-AUTO
Tangible Book Value,94025.5,104113.1,139056.7,177803.9,203799.2,231775.8,216053.4,272261.3,298343.3,293308.4,289345.3,BAJAJ-AUTO
Tangible Book Value/Share,324.9,359.8,480.6,614.5,704.3,801,746.8,940.7,1032.2,1036.6,1024.2,BAJAJ-AUTO
Total Debt,591.9,1126,0,0,0,0,0,0,0,0,17859,BAJAJ-AUTO
Net Debt,-27314.1,-62696.2,-21450.2,-63375.8,-65410.1,-24921.2,-30651.5,-85447.4,-59028.2,-52055,-46010.1,BAJAJ-AUTO
Debt Equiv. of Unfunded Proj. Benefit Obligation,1162.1,776.1,431.4,741.8,1089.9,120.1,779.4,-475.8,-444.5,-322.3,,BAJAJ-AUTO
Debt Equivalent Oper. Leases,1026.4,862.4,950.4,1119.2,1156,1272.8,1336,1472.8,1571.2,1536,,BAJAJ-AUTO
Total Minority Interest,0.6,0.4,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,BAJAJ-AUTO
Equity Method Investments,11208.6,10546.5,19689.3,19682.9,25289.9,26662.1,29508.9,32889.6,40637.9,48840.3,48204,BAJAJ-AUTO
Inventory Method,,,,,,,,,,,,BAJAJ-AUTO
Raw Materials Inventory,1891.8,3033.6,2719.2,2392.7,2590.1,4242.6,4614.4,6642.6,5917.2,8277.2,,BAJAJ-AUTO
Work in Progress Inventory,249.6,286.5,426.1,398.3,268.9,469.6,576,855,701.1,781.8,,BAJAJ-AUTO
Finished Goods Inventory,4089.8,4617.5,3843.4,4308,4340.6,4704.1,5227.8,7143.6,5417.9,6340.5,,BAJAJ-AUTO
Other Inventory Accounts,180.9,203.9,202,184.8,226.2,198.8,216.8,297.7,268.9,236,,BAJAJ-AUTO
Land,758.7,751.7,745.2,738.7,731.3,199.7,199.7,199.7,199.7,199.7,,BAJAJ-AUTO
Buildings,6863,7517.2,8225.1,8774.6,9294.6,9321,9404.9,9760,9799.4,12812.6,,BAJAJ-AUTO
Machinery,33152.5,32740.2,34039.3,34479.5,34465.5,31918.9,30128.9,31385.4,33163.9,39821.7,,BAJAJ-AUTO
Construction in Progress,325.5,1017.2,268.9,106.4,111.5,115.4,465.4,159.8,772.1,852.7,,BAJAJ-AUTO
Full Time Employees,8219,9183,9347,9492,9478,10171,10580,10044,10134,6838,,BAJAJ-AUTO
Filing Date,,,,,,,,,,,,BAJAJ-AUTO
Restatement Type,,,,,,,,,,,,BAJAJ-AUTO
Calculation Type,,,,,,,,,,,,BAJAJ-AUTO
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,BAJAJ-AUTO
,,,,,,,,,,,,BAJAJ-AUTO
Cash And Equivalents,2298.3,13308.5,3260.9,3381.7,3487.1,13827.2,18493.3,33814.4,15507.5,106240.1,106240.1,BAJFINANCE
Long-term Investments,3262.9,10291,40695.1,2674.2,5062.3,8630.6,3970.1,35277,26264.3,308806.5,308806.5,BAJFINANCE
