Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Cash from Investing,-140573.1,-79122,92252.9,-124432,-100469.3,-186914.9,-96588.6,-541948.2,-272321,-326943.8,-90881.6,AXISBANK
Short Term Debt Issued,,,,,,,,,,,,AXISBANK
Long-Term Debt Issued,87683.2,316542,235182.3,55459,339583.3,71827.4,,,499069,64354.1,219859.8,AXISBANK
Total Debt Issued,87683.2,316542,235182.3,55459,339583.3,71827.4,,,499069,64354.1,219859.8,AXISBANK
Short Term Debt Repaid,,,,,,,,,,,,AXISBANK
Long-Term Debt Repaid,-1341.9,,,-69388,,-17000,-60696.6,-29314.4,-23774.5,,,AXISBANK
Total Debt Repaid,-1341.9,,,-69388,,-17000,-60696.6,-29314.4,-23774.5,,,AXISBANK
Issuance of Common Stock,1375.7,4812,3053.4,3280,88465.7,1717.1,152377.1,101765.7,2770.3,3802.3,5572,AXISBANK
Common Dividends Paid,-9875.9,-11088,-13368,-14443,-14574,-269.5,-3318.6,,,-3071.4,-3079.8,AXISBANK
Total Dividends Paid,-9875.9,-11088,-13368,-14443,-14574,-269.5,-3318.6,,,-3071.4,-3079.8,AXISBANK
Net Incr. (Decr.) in Deposit Accounts,283919.6,417031,360580.2,566805,406750.9,950881.7,914112.7,654662.1,1226115.3,1251612,1212776.9,AXISBANK
Special Dividend Paid,,,,,,,,,,,,AXISBANK
Other Financing Activities,4.1,182,79.2,223,-54.1,151,289.4,342,876,1320.4,1060.5,AXISBANK
Cash from Financing,361764.7,727479,585527.1,541936,820171.8,1007307.7,1002764.1,727455.4,1705056.1,1318017.4,1436189.4,AXISBANK
Foreign Exchange Rate Adj.,-1085.7,-602,-145.9,-152,-43.1,171.4,1735.6,-928.1,1198.7,3434.8,868.3,AXISBANK
Misc. Cash Flow Adj.,,,0,,441.5,,,,,,,AXISBANK
Net Change in Cash,80822.3,79099,-27892.9,172633,-70553,240935,297954.7,-343754.2,489191.5,-36355.8,77852.5,AXISBANK
Supplemental Items,,,,,,,,,,,,AXISBANK
Cash Interest Paid,9957.2,8107,6452.8,6666,5459.9,5553.1,5527,3263.1,1743,1654.3,,AXISBANK
Cash Taxes Paid,35061.5,42196,45401.6,53216,32826.2,31216.3,30370.3,20270,44460.6,66865.2,72311.1,AXISBANK
Net Debt Issued,86341.3,316542,235182.3,-13929,339583.3,54827.4,-60696.6,-29314.4,475294.5,64354.1,219859.8,AXISBANK
Filing Date,,,,,,,,,,,,AXISBANK
Restatement Type,,,,,,,,,,,,AXISBANK
Calculation Type,,,,,,,,,,,,AXISBANK
,,,,,,,,,,,,AXISBANK
Net Income,33802.8,30256.3,40612.4,40794.9,42189.5,49276.1,52119.1,48570.2,61658.7,60602.1,77082.4,BAJAJ-AUTO
Depreciation & Amort.,1806.6,2668,2618.7,2626.5,2701.5,2558.2,2330.1,2344,2477.8,2555,3647.7,BAJAJ-AUTO
Amort. of Goodwill and Intangibles,,,446.4,446.4,446.5,98.7,134.2,249.7,219.8,303.5,,BAJAJ-AUTO
"Depreciation & Amort., Total",1806.6,2668,3065.1,3072.9,3148,2656.9,2464.3,2593.7,2697.6,2858.5,3647.7,BAJAJ-AUTO
(Gain) Loss From Sale Of Assets,53.1,116.2,106.1,72.4,25.7,-466.4,84.2,111.6,-127.1,1256.7,-27.5,BAJAJ-AUTO
(Gain) Loss On Sale Of Invest.,-1811.2,-2516.8,-7256.3,-8881.7,-9207.8,-4113.2,-5004.7,-2644.2,-2817,1756.7,-5284.4,BAJAJ-AUTO
Asset Writedown & Restructuring Costs,-273.4,-306,-291.8,-275.4,-228.3,-58.4,-2.6,-3.5,-3.2,-3.2,0.1,BAJAJ-AUTO
(Income) Loss on Equity Invest.,,,-2214.4,-2546.2,-2876.1,-3497.5,-3215.1,-3063.2,-5795.3,5292.9,-2675.9,BAJAJ-AUTO
Stock-Based Compensation,,,,,,,100.1,69,153.6,298.2,405.3,BAJAJ-AUTO
Provision & Write-off of Bad debts,5.8,29.4,7,33.3,30.3,-0.3,214.7,161.5,-44.4,47.9,-238.3,BAJAJ-AUTO
Other Operating Activities,-2562.7,-2965.1,-3220.2,-1438.2,-941.3,-11006.4,-11913.5,-9589.9,-19743.3,-25210,-8936.1,BAJAJ-AUTO
Change in Acc. Receivable,-615.6,763.7,-46.6,-2409.8,-5391.1,-10704.7,8285.3,-10018.9,12025.2,-2433.4,-2931,BAJAJ-AUTO
Change In Inventories,27.5,-1729.4,950.8,-93.1,-142,-2189.3,-1019.9,-4303.9,2633.8,-3330.4,-1252,BAJAJ-AUTO
Change in Other Net Operating Assets,4584.2,-5178.3,5186.4,4344.5,16671.5,4971.8,-3607.5,9316.4,-8666.5,11638.2,5791.3,BAJAJ-AUTO
Cash from Ops.,35017.1,21138,36898.5,32673.6,43278.4,24868.6,38504.4,31198.8,41972.1,52774.2,65581.6,BAJAJ-AUTO
Capital Expenditure,-2200.5,-2696.5,-2651.4,-1994.4,-1826.3,-1635.3,-2828.1,-2440.6,-5507.5,-10744.7,-7064.5,BAJAJ-AUTO
"Sale of Property, Plant, and Equipment",72.7,164.8,57.4,86.5,131.3,761.6,167.4,57.1,330.7,1369,121.5,BAJAJ-AUTO
Cash Acquisitions,,,,,,,,,,,,BAJAJ-AUTO
Divestitures,,,,,,,,,,,,BAJAJ-AUTO
Sale (Purchase) of Real Estate properties,,,-14.8,,-2,,,,,,,BAJAJ-AUTO
Sale (Purchase) of Intangible assets,-412.5,-417.1,-60.6,-61.8,-137.9,-207.8,-139.3,-155.3,,-357.3,-163.9,BAJAJ-AUTO
Invest. in Marketable & Equity Securt.,-20610.7,-3564.6,622.7,-35494.5,-19392.5,-2461.3,18144.3,-26839.5,2333.6,21683.7,-1170.5,BAJAJ-AUTO
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,BAJAJ-AUTO
Other Investing Activities,2149.2,2373.1,916,632.6,696.5,158.4,216.6,694.7,2408.3,44.5,5097.7,BAJAJ-AUTO
Cash from Investing,-21001.8,-4140.3,-1130.7,-36831.6,-20530.9,-3384.4,15560.9,-28683.6,-434.9,11995.2,-3179.7,BAJAJ-AUTO
Short Term Debt Issued,,,,,,,,,,,,BAJAJ-AUTO
Long-Term Debt Issued,586,531.6,,,,,,,,,17845.5,BAJAJ-AUTO
Total Debt Issued,586,531.6,,,,,,,,,17845.5,BAJAJ-AUTO
Short Term Debt Repaid,-271.4,,,,,,,,,,,BAJAJ-AUTO
Long-Term Debt Repaid,-81.1,,,,,,,,,,,BAJAJ-AUTO
Total Debt Repaid,-352.5,,,,,,,,,,,BAJAJ-AUTO
Issuance of Common Stock,,,,,,,,,,,865.3,BAJAJ-AUTO
Repurchase of Common Stock,,,,,,,,,-373.7,-30938.8,-40429.4,BAJAJ-AUTO
Common Dividends Paid,-13015.2,-14449.6,-28628.1,-1727.7,-15883.2,-17358.3,-51951,-87.3,-40489.8,-40469.6,-39602,BAJAJ-AUTO
Total Dividends Paid,-13015.2,-14449.6,-28628.1,-1727.7,-15883.2,-17358.3,-51951,-87.3,-40489.8,-40469.6,-39602,BAJAJ-AUTO
Special Dividend Paid,,,,,,,,,,,,BAJAJ-AUTO
Other Financing Activities,-2175.2,-2523.8,-5212.7,-173.2,-2969.4,-3382.2,-10514.1,-107.9,-73.5,-398.6,-610.6,BAJAJ-AUTO
Cash from Financing,-14956.9,-16441.8,-33840.8,-1900.9,-18852.6,-20740.5,-62465.1,-195.2,-40937,-71807,-61931.2,BAJAJ-AUTO
Foreign Exchange Rate Adj.,279.2,343.7,455.5,734.8,986.1,656.7,2097.4,-7.9,3570.6,116.9,2717.6,BAJAJ-AUTO
Net Change in Cash,-662.4,899.6,2382.5,-5324.1,4881,1400.4,-6302.4,2312.1,4170.8,-6920.7,3188.3,BAJAJ-AUTO
Supplemental Items,,,,,,,,,,,,BAJAJ-AUTO
Cash Interest Paid,8.2,64.9,4.8,6.2,4.4,35.2,21,54.8,73.5,380.5,587.6,BAJAJ-AUTO
Cash Taxes Paid,15305.3,15311.5,23903.7,15320.3,19815.8,23018.3,27269.7,13396.9,17015.4,19185.2,23868.9,BAJAJ-AUTO
Levered Free Cash Flow,35492.6,20713.1,23175.8,32806.4,49354.8,28489,43285.8,30353.1,38420.7,42533.2,74916,BAJAJ-AUTO
Unlevered Free Cash Flow,35497.7,20753.6,23182.4,32815.2,49363,28517,43305.6,30394.7,38474.8,42780.2,75293.3,BAJAJ-AUTO
Change in Net Working Capital,-6777.9,6041.5,10982.5,1112.8,-13196.9,11088.4,-4097.2,7018.4,-2250.9,-6001.3,-17013.6,BAJAJ-AUTO
Net Debt Issued,233.5,531.6,,,,,,,,,17845.5,BAJAJ-AUTO
Filing Date,,,,,,,,,,,,BAJAJ-AUTO
Restatement Type,,,,,,,,,,,,BAJAJ-AUTO
Calculation Type,,,,,,,,,,,,BAJAJ-AUTO
,,,,,,,,,,,,BAJAJ-AUTO
Net Income,7190.1,,12786.3,18363.8,24963.7,39949.9,52637.5,44198.2,70282.3,115076.9,144511.7,BAJFINANCE
Depreciation & Amort.,227.2,,451.2,553.2,747.5,1055.2,2396.9,2488.3,2876.9,3433.6,6833.2,BAJFINANCE
"Depreciation & Amort., Total",227.2,,451.2,553.2,747.5,1055.2,2396.9,2488.3,2876.9,3433.6,6833.2,BAJFINANCE
Other Amortization,64.7,,112.2,184.5,273.2,386.3,549.4,764.4,968.8,1420.2,,BAJFINANCE
Gain (Loss) on Sale of Loans & Receiv.,,,,,,,,,,-231.7,-133.3,BAJFINANCE
(Gain) Loss On Sale of Assets,4.3,,2.5,2.6,3.7,-33.9,22.9,68.5,248.4,133.3,125.4,BAJFINANCE
(Gain) Loss On Sale Of Invest.,1.5,,-761.1,-1417.3,8158.5,12034.5,33919.9,-5651.2,-3268.9,-2851.9,-3082.9,BAJFINANCE
Total Asset Writedown,0.7,,,,,,,,,,,BAJFINANCE
Provision for Credit Losses,1384,,5428.5,8038.9,,,,59424.8,48025.6,31405.2,46307,BAJFINANCE
(Income) Loss on Equity Invest.,,,,,,,,,,-16.7,-76.4,BAJFINANCE
Stock-Based Compensation,,,,,450.1,747.9,1007.6,1247.5,1612.3,2244.1,2682.3,BAJFINANCE
Net (Increase)/Decrease in Loans Orig/Sold,-63194.3,,-125322.9,-151313.5,,,,,,,,BAJFINANCE
Change in Acc. Payable,211.4,,948.9,859.6,1579,1178.4,1981.9,1223.1,2740.7,2929.3,6119.1,BAJFINANCE
Change in Other Net Operating Assets,-6057.8,,3818.5,14428.3,-243400.2,-347100.2,-344764,-96172.5,-504499.4,-565427.3,-921163.8,BAJFINANCE
Other Operating Activities,-697.5,,3839.2,5910.4,1568.6,1166.6,8130.9,-15663.8,10114.3,-9519,-9723.7,BAJFINANCE
Cash from Ops.,-60865.7,,-98696.7,-104389.5,-205655.9,-290615.3,-244117,-8072.7,-370899,-421404,-727601.4,BAJFINANCE
Capital Expenditures,-739.8,,-954.6,-1491.4,-1349.5,-2997.1,-3967.6,-1387.3,-3755.5,-4828.5,-6036.2,BAJFINANCE
"Sale of Property, Plant and Equipment",6.3,,8.4,10.4,10.3,312.3,72.1,113.9,191.4,198.1,388.9,BAJFINANCE
Cash Acquisitions,,,,,,,,,,,,BAJFINANCE
Divestitures,,,,,,,,,,,,BAJFINANCE
Purchase/Sale of Intangibles,,,,,-729.3,-978.1,-1111.1,-1707.6,-2586.2,-3954.7,-4341.6,BAJFINANCE
Net Cash from Investments,-230.9,,-6267.1,-28986.6,11781.9,-51292.3,-83929,-3571.5,65612.4,-101421.1,-71162.8,BAJFINANCE
Net (Increase)/Decrease in Loans Orig/Sold,,,,,,,,,,,,BAJFINANCE
Deferred Charges,,,,,,,,,,,,BAJFINANCE
Total Other Investing Activities,6.3,,345.1,,1040.9,1165.9,1359.5,2267,4005.8,6353.7,9439.9,BAJFINANCE
Cash from Investing,-958.1,,-6868.2,-30467.6,10754.3,-53789.3,-87576.1,-4285.5,63467.9,-103652.5,-71711.8,BAJFINANCE
Short Term Debt Issued,33926.4,,,,,,,31485.4,46718,79236.6,220235,BAJFINANCE
Long-Term Debt Issued,32237.2,,957950.9,1268985.8,117907.9,294050.9,188627.3,,417909.7,668603.8,726663.1,BAJFINANCE
Total Debt Issued,66163.6,,957950.9,1268985.8,117907.9,294050.9,188627.3,31485.4,464627.7,747840.4,946898.1,BAJFINANCE
Short Term Debt Repaid,,,,,,,,,,,,BAJFINANCE
Long-Term Debt Repaid,,,-854250.9,-1146736.3,,,-683.3,-56811.3,-185415,-366170.9,-345499.1,BAJFINANCE
Total Debt Repaid,,,-854250.9,-1146736.3,,,-683.3,-56811.3,-185415,-366170.9,-345499.1,BAJFINANCE
Issuance of Common Stock,137.3,,15274,3379.1,45379.7,574.5,85680.4,1032.1,1729,1581.3,90671.7,BAJFINANCE
Common Dividends Paid,-745.8,,-1905.2,-381.8,-1968.3,-2301.5,-9432.8,-27.4,-6026.3,-12068.6,-18145.8,BAJFINANCE
Total Dividends Paid,-745.8,,-1905.2,-381.8,-1968.3,-2301.5,-9432.8,-27.4,-6026.3,-12068.6,-18145.8,BAJFINANCE
Special Dividend Paid,,,,,,,,,,,,BAJFINANCE
Other Financing Activities,-126.9,,-506.8,-112.5,33714.2,52169.2,77476.5,41727.5,47836.8,135567.4,150225.9,BAJFINANCE
Cash from Financing,65428.2,,116562,125134.3,195033.5,344493.1,341668.1,17406.3,322752.2,506749.6,824150.8,BAJFINANCE
Net Change in Cash,3604.4,,10997.1,-9722.8,131.9,88.5,9975,5048.1,15321.1,-18306.9,24837.6,BAJFINANCE
Supplemental Items,,,,,,,,,,,,BAJFINANCE
Cash Interest Paid,15797.3,,24156,31672.7,,,,,,,170440.4,BAJFINANCE
Cash Taxes Paid,4474.7,,7789.2,10138.2,15238.8,22628.4,24305.5,14823.1,25861,39721.8,50979.9,BAJFINANCE
Net Debt Issued,66163.6,,103700,122249.5,117907.9,294050.9,187944,-25325.9,279212.7,381669.5,601399,BAJFINANCE
Filing Date,,,,,,,,,,,,BAJFINANCE
Restatement Type,,,,,,,,,,,,BAJFINANCE
Calculation Type,,,,,,,,,,,,BAJFINANCE
,,,,,,,,,,,,BAJFINANCE
Net Income,15440.8,16897.9,18632.7,22619.2,26502.6,32190.4,33691.3,44704.6,45567.7,64172.8,81477.9,BAJAJFINSV
Depreciation & Amort.,647,674.3,726.1,953.1,1265.1,1705.4,3684.2,3734.3,4091.8,4802.3,9001.3,BAJAJFINSV
"Depreciation & Amort., Total",647,674.3,726.1,953.1,1265.1,1705.4,3684.2,3734.3,4091.8,4802.3,9001.3,BAJAJFINSV
Other Amortization,,,,,333.8,555.5,883.7,1250.3,1535.5,1975.7,,BAJAJFINSV
(Gain) Loss On Sale of Assets,,,,,-12.6,-12.2,29.9,79,-75.3,126.9,116.1,BAJAJFINSV
(Gain) Loss On Sale Of Invest.,,,,,-17688,-20778.4,-6149.1,-50637.4,-14276.7,-3094.6,-32376.2,BAJAJFINSV
(Income) Loss on Equity Invest.,,,,,-12.9,-13.6,-6.6,1.8,3.6,-11.9,-58.1,BAJAJFINSV
Stock-Based Compensation,,,,,450.1,778.3,1277,1779.1,2558.4,3427.4,3925.2,BAJAJFINSV
Provision & Write-off of Bad debts,,,,,,,9.9,-14.4,-0.9,12,26.6,BAJAJFINSV
Change in Acc. Receiv.,,,,,-1083.9,-5423,-4907.4,2518.5,-4245.5,-5112.2,-25982.1,BAJAJFINSV
Reinsurance Recoverable,,,,,-2240.5,154.4,-6057.4,-7219.5,-7871.2,-13877.1,-35453.9,BAJAJFINSV
Change in Acc. Payable,,,,,3453.4,-2627.2,2456.5,3360.1,7803,7073,2961.7,BAJAJFINSV
Change in Insur. Reserves/Liab.,,,,,17649.3,51115.9,44188.2,97884.9,77260.6,67408,151126.2,BAJAJFINSV
Change in Other Net Operating Assets,,,,,-228094.8,-340978.8,-338813.7,-86894.7,-500114.7,-549949.5,-892635.6,BAJAJFINSV
Other Operating Activities,-113989.4,-124883.3,-117310.3,-132794.7,3676.8,12569.6,36023.2,34927.4,51063.8,28251.8,51128.9,BAJAJFINSV
Cash from Ops.,-97901.6,-107311.1,-97951.5,-109222.4,-195801.6,-270763.7,-233690.3,45474,-336699.9,-394795.4,-686742,BAJAJFINSV
Capital Expenditures,,,,,-2682.9,-5487.1,-7689.4,-2930.2,-6511.8,-7793.1,-9612.9,BAJAJFINSV
"Sale of Property, Plant and Equipment",,,,,381.4,771.6,93.4,190.3,1598.6,974.2,1234.1,BAJAJFINSV
Cash Acquisitions,,,,,,,,,,,,BAJAJFINSV
Divestitures,,,,,,,,,,,,BAJAJFINSV
Purchase/Sale of Intangibles,,,,,-729.3,-978,-1103.8,-1778.3,-2586.2,-4411.8,-4741.8,BAJAJFINSV
Net Cash from Investments,,,,,-41351.7,-101484.5,-133486.9,-81923.8,-31371.8,-188995.9,-165816.7,BAJAJFINSV
Net (Increase)/Decrease in Loans Orig/Sold,,,,,-257,-483,-601,-363,-366.4,-570.4,-393.4,BAJAJFINSV
Deferred Charges,,,,,,,,,,,,BAJAJFINSV
Total Other Investing Activities,39077.5,37092.8,-8858.3,1513,35424.5,38626.9,43307.7,49967,53691.9,61344.9,69733.8,BAJAJFINSV
Cash from Investing,39077.5,37092.8,-8858.3,1513,-9215,-69034.1,-99480,-36838,14454.3,-139452.1,-109596.9,BAJAJFINSV
Short Term Debt Issued,,,,,,,,49371.4,47023.9,79236.6,220237.7,BAJAJFINSV
Long-Term Debt Issued,,,,,117907.9,294871,188793.2,,411665.2,668346.7,726661.2,BAJAJFINSV
Total Debt Issued,,,,,117907.9,294871,188793.2,49371.4,458689.1,747583.3,946898.9,BAJAJFINSV
Short Term Debt Repaid,,,,,,,,,,,,BAJAJFINSV
Long-Term Debt Repaid,,,,,,,-1121.9,-75173.2,-180998.2,-367789.9,-346922.8,BAJAJFINSV
Total Debt Repaid,,,,,,,-1121.9,-75173.2,-180998.2,-367789.9,-346922.8,BAJAJFINSV
Issuance of Common Stock,,,,,45381.9,575.2,85681.2,1032.2,1729,2267.7,91690.9,BAJAJFINSV
Common Dividends Paid,,-278.5,-549.8,-278.5,-1102.3,-1823.8,-6828.3,-825,-4003,-7448.1,-11834,BAJAJFINSV
Total Dividends Paid,,-278.5,-549.8,-278.5,-1102.3,-1823.8,-6828.3,-825,-4003,-7448.1,-11834,BAJAJFINSV
Annuity Receipts,,,,,,,,,,,,BAJAJFINSV
Annuity Payments,,,,,,,,,,,,BAJAJFINSV
Special Dividend Paid,,,,,,,,,,,,BAJAJFINSV
Other Financing Activities,65214.6,68666.2,116566.1,125405.9,33714.2,51725.8,78269.3,42464.1,47840.7,135547.6,147254.1,BAJAJFINSV
Cash from Financing,65214.6,68387.7,116016.3,125127.4,195901.7,345348.2,344793.5,16869.5,323257.6,510160.6,827087.1,BAJAJFINSV
Net Change in Cash,6390.5,-1830.6,9206.5,17418,-9114.9,5550.4,11623.2,25505.5,1012,-24086.9,30748.2,BAJAJFINSV
Supplemental Items,,,,,,,,,,,,BAJAJFINSV
Cash Interest Paid,,2.9,17.2,9.7,,,83664.9,90991.5,89611.7,131124.6,170406.1,BAJAJFINSV
Cash Taxes Paid,,,,,21381.4,29217.7,27715.3,21205.1,31755,46265.7,59751.7,BAJAJFINSV
Net Debt Issued,,,,,117907.9,294871,187671.3,-25801.8,277690.9,379793.4,599976.1,BAJAJFINSV
Levered Free Cash Flow,13175.4,5258.6,34305.9,-3675.6,13871.9,42602.5,73622.2,124817,342557.8,110225,-168913.7,BAJAJFINSV
Unlevered Free Cash Flow,22859.2,16675.5,50149.3,16745.8,42190.6,83477.7,131988,181950,401921.9,186483.9,-53916.8,BAJAJFINSV
Change In Net Working Capital,5648.7,18115.4,-7677.1,38164.2,29319.1,15480.1,1065.6,-61078.1,-273074.9,-7162.5,301028.9,BAJAJFINSV
Filing Date,,,,,,,,,,,,BAJAJFINSV
Restatement Type,,,,,,,,,,,,BAJAJFINSV
Calculation Type,,,,,,,,,,,,BAJAJFINSV
,,,,,,,,,,,,BAJAJFINSV
Net Income,39106.8,48065.7,75845.1,87209.4,90086.3,78023,30553.6,161649.8,116815,21310.5,268588.4,BPCL
Depreciation & Amort.,25597.4,29857.9,20718.7,21076.4,28563.3,33494.4,40022.8,42775.5,52583.3,61786.7,67712.6,BPCL
Amort. of Goodwill and Intangibles,333.6,348.1,,,286.7,683.3,778.1,566.6,1760.2,1618.7,,BPCL
"Depreciation & Amort., Total",25931,30206,20718.7,21076.4,28850,34177.7,40800.9,43342.1,54343.5,63405.4,67712.6,BPCL
Other Amortization,,,,,,,,,,282.8,,BPCL
(Gain) Loss From Sale Of Assets,337,95.6,711.3,426.7,364.7,-38.9,440.9,-64513.2,-26,107.2,1.4,BPCL
(Gain) Loss On Sale Of Invest.,280,-75.7,,-258.7,-106.5,-277.9,-362,-113.4,-17724.2,-178.5,-567.2,BPCL
(Income) Loss on Equity Invest.,,,-3510.1,-9433.9,-12888.8,-9373.2,-14006.7,3255.3,-15357.3,-21919.2,-10655.3,BPCL
Stock-Based Compensation,,,,,,,,9407.2,770.6,,,BPCL
Other Operating Activities,25222,-421.5,14112.8,9274.1,17119.6,34375.7,28303.6,44451,51310.3,63409.2,46638.5,BPCL
Change in Acc. Receivable,-4969.2,16381.6,2087.8,-26050.7,-2678.9,-17477.6,23487.1,-25889.8,-23174.8,28530.7,-16051.8,BPCL
Change In Inventories,-32148.9,57698.5,14504,-65530.8,-13327.4,-4039.3,-3885.6,-63670.1,-96721.8,41095.5,-50049.4,BPCL
Change in Other Net Operating Assets,42122.1,55466.3,-13279.2,73698.6,3264.7,-13798,-26521.7,126632.5,133121,-71387.6,53741.8,BPCL
Cash from Ops.,95880.8,207416.5,111190.4,90411.1,110683.7,101571.5,78810.1,234551.4,203356.3,124656,359359,BPCL
Capital Expenditure,-75309.8,-110061.6,-101843.3,-95592,-77525,-105976.3,-121969.6,-91073.1,-85457.3,-85486.2,-95791.3,BPCL
"Sale of Property, Plant, and Equipment",75.9,187,127.2,157.8,165.6,402,273.3,553.7,582.7,427.1,341.6,BPCL
Cash Acquisitions,,-144.5,,,,,,,-24678.8,,,BPCL
Divestitures,,,,,,,,,,,,BPCL
Invest. in Marketable & Equity Securt.,-3672.4,-4082.3,-4228.2,-70178.9,-7358.8,-13578.6,-4185.6,59717.3,9620.1,-21845.2,-32873.6,BPCL
Net (Inc.) Dec. in Loans Originated/Sold,-92.7,,,,,,,-150,,,-2966.3,BPCL
Other Investing Activities,10192.6,8745.1,13617.4,12873.7,14063.1,14641.2,14530.8,6211.7,18557.6,28840.2,26083.8,BPCL
Cash from Investing,-68806.4,-105356.3,-92326.9,-152739.4,-70655.1,-104511.7,-111351.1,-24740.4,-81375.7,-78064.1,-105205.8,BPCL
Short Term Debt Issued,,775.6,,81751.1,,2888.8,88914.8,,5541,,783.6,BPCL
Long-Term Debt Issued,106458.6,20962,83971.1,68425.4,62350.2,71142.8,95474.4,49960.6,72442.3,147844.3,54819.8,BPCL
Total Debt Issued,106458.6,21737.6,83971.1,150176.5,62350.2,74031.6,184389.2,49960.6,77983.3,147844.3,55603.4,BPCL
Short Term Debt Repaid,,,-163.1,,-4343.5,,,-133251.9,,-2909.8,,BPCL
Long-Term Debt Repaid,-114557.1,-92313,-52820.5,-23315.5,-43356.9,-8160.3,-66352.5,-43250.1,-96743.6,-143819.7,-224049.9,BPCL
Total Debt Repaid,-114557.1,-92313,-52983.6,-23315.5,-47700.4,-8160.3,-66352.5,-176502,-96743.6,-146729.5,-224049.9,BPCL
Issuance of Common Stock,27.6,,,,,,,55195.3,4624,,3981,BPCL
Common Dividends Paid,-8316.8,-12722.3,-27372.7,-54947,-35786.8,-40058.3,-53266.2,-49242.7,-144827.8,-12815.7,-53288,BPCL
Total Dividends Paid,-8316.8,-12722.3,-27372.7,-54947,-35786.8,-40058.3,-53266.2,-49242.7,-144827.8,-12815.7,-53288,BPCL
Special Dividend Paid,,,,,,,,,,,,BPCL
Other Financing Activities,-20972.8,-14622.3,-16930.5,-23874.4,-21040.3,-23742.6,-28938.4,-19220.2,-17752.7,-32319.2,-36519.5,BPCL
Cash from Financing,-37360.5,-97920,-13315.7,48039.6,-42177.3,2070.4,35832.1,-139809,-176716.8,-44020.1,-254273,BPCL
Net Change in Cash,-10286.1,4140.2,5547.8,-14288.7,-2148.7,-869.8,3291.1,70002,-54736.2,2571.8,-119.8,BPCL
Supplemental Items,,,,,,,,,,,,BPCL
Cash Interest Paid,19556.1,12373.2,10166.1,10838.9,13151.4,14768.1,17026.8,19220.2,17752.7,32319.2,36324.5,BPCL
Cash Taxes Paid,22697,29742.1,38863.9,51285.2,40215.7,36704.7,30184.8,36627.2,17100,7095.5,86595.1,BPCL
Levered Free Cash Flow,16912.4,94149.3,-14836.2,-29946.2,15344.2,-35511.6,-41116.5,132266.1,38208.5,-15623,205868.4,BPCL
Unlevered Free Cash Flow,23930.3,100678.8,-10734.8,-25762.7,22616.6,-24658.8,-24843.2,144432.6,54253.7,7603.5,231799,BPCL
Change in Net Working Capital,-20794.7,-138178.3,-2037.6,24251.3,8847,30420.9,-14024.5,-71483.8,3175.2,8689.8,-11594.9,BPCL
Net Debt Issued,-8098.5,-70575.4,30987.5,126861,14649.8,65871.3,118036.7,-126541.4,-18760.3,1114.8,-168446.5,BPCL
Filing Date,,,,,,,,,,,,BPCL
Restatement Type,,,,,,,,,,,,BPCL
Calculation Type,,,,,,,,,,,,BPCL
,,,,,,,,,,,,BPCL
Net Income,27727,51835,60767,37998,10990,4095,-321832,-150835,42549,83459,74670,BHARTIARTL
Depreciation & Amort.,132118,128932,135280,135616,132963,148632,205106,225286,255982,285313,314637,BHARTIARTL
Amort. of Goodwill and Intangibles,21455,23699,36495,52365,56737,62318,65838,68760,70759,74336,80739,BHARTIARTL
"Depreciation & Amort., Total",153573,152631,171775,187981,189700,210950,270944,294046,326741,359649,395376,BHARTIARTL
Other Amortization,2923,2680,2723,2780,2731,2525,,,4166,4669,,BHARTIARTL
(Gain) Loss From Sale Of Assets,-8950,,,,293,-175,10,99,74,22,44,BHARTIARTL
(Gain) Loss On Sale Of Invest.,,,,,1416,-3394,-7208,-4546,-1067,-2474,-2645,BHARTIARTL
Asset Writedown & Restructuring Costs,6469,,6754,10767,,,13757,8920,3810,,,BHARTIARTL
(Income) Loss on Equity Invest.,-5211,-7223,-10666,-10449,-10609,-3556,-6524,-6907,-24232,-7521,-27094,BHARTIARTL
Stock-Based Compensation,8,-4,248,338,413,345,357,708,776,1115,1194,BHARTIARTL
Provision & Write-off of Bad debts,,,,,,,,,3048,5664,4278,BHARTIARTL
Net Cash From Discontinued Ops.,,,,,,,5952,-91450,,,,BHARTIARTL
Other Operating Activities,68254,77738,51777,88448,97698,45286,391795,401583,208773,239783,319023,BHARTIARTL
Change in Acc. Receivable,2072,-11144,12656,5366,-24474,8427,-8925,-3954,-7131,-5583,-14941,BHARTIARTL
Change In Inventories,-147,-2,-872,948,-202,-191,-522,-1139,-1181,-1157,-771,BHARTIARTL
Change in Acc. Payable,16818,14203,-3504,7640,15122,21580,-2477,6902,-4877,12671,6398,BHARTIARTL
Change in Other Net Operating Assets,-1210,-4696,-12235,-49018,15460,-85190,-154040,28623,-1283,-37051,33450,BHARTIARTL
Cash from Ops.,262326,276018,279423,282799,298538,200702,181287,482050,550166,653246,788982,BHARTIARTL
Capital Expenditure,-114159,-146411,-193313,-223030,-245259,-260971,-191902,-248143,-265406,-260566,-381915,BHARTIARTL
"Sale of Property, Plant, and Equipment",4360,2595,60619,11582,10524,4276,1317,1437,13791,885,1228,BHARTIARTL
Cash Acquisitions,-6044,-358,-135,-283,-19498,-5083,-1345,,,,-6428,BHARTIARTL
